item_group_key_strict,item_group_key_loose,item_name_suggested,brand_guess,consumable_type,hazard_tags,example_image_file,images_in_group_strict,images_in_group_loose,primary_area,process_tags,unit_type,on_hand_qty,reorder_point,storage_location,notes,amazon_search_url,amazon_url,amazon_asin,r2_object_key
polyformproductscompanysys8sculpeywhite8lb polyformproductscompanysys sculpeywhite,polyformproductscompanysys8sculpeywhite8lb polyformproductscompanysys,POLYFORMPRODUCTSCOMPANYSYS8SCULPEYWHITE8LB,POLYFORMPRODUCTSCOMPANYSYS8SCULPEYWHITE8LB,clay,,POLYFORMPRODUCTSCOMPANYSYS8SCULPEYWHITE8LB.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=POLYFORMPRODUCTSCOMPANYSYS8SCULPEYWHITE8LB,,,Supplies/POLYFORMPRODUCTSCOMPANYSYS8SCULPEYWHITE8LB.jpg
sculpey abb bake,sculpey abb,"Sculpey ABB02 Bake and Bond, 2 Fluid Ounce (Packaging may vary)",Sculpey,clay,,"Sculpey ABB02 Bake and Bond, 2 Fluid Ounce (Packaging may vary).jpg",1,1,,,,,,,,"https://www.amazon.ca/s?k=Sculpey+ABB02+Bake+and+Bond,+2+Fluid+Ounce+(Packaging+may+vary)",,,"Supplies/Sculpey ABB02 Bake and Bond, 2 Fluid Ounce (Packaging may vary).jpg"
sculpey polyform liquid,sculpey polyform,Sculpey Polyform Liquid Clay 2oz Clear,Sculpey,clay,,Sculpey Polyform Liquid Clay 2oz Clear.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Sculpey+Polyform+Liquid+Clay+2oz+Clear,,,Supplies/Sculpey Polyform Liquid Clay 2oz Clear.jpg
staedtler fimo soft,staedtler fimo,Staedtler Fimo Soft Black,Staedtler,clay,,StaedtlerFimoSoftBlack.jpg,3,3,,,,,,,,https://www.amazon.ca/s?k=Staedtler+Fimo+Soft+Black,,,Supplies/StaedtlerFimoSoftBlack.jpg
wemakehope clay,wemakehope clay,Wemakehope Silver Clay20g,Wemakehope,clay,,WemakehopeSilverClay20g.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Wemakehope+Silver+Clay20g,,,Supplies/WemakehopeSilverClay20g.jpg
26pcs3dprinter dprinter nozzles,26pcs3dprinter dprinter,26PCS3DPrinter Nozzles Cleaning Kit,26PCS3DPrinter,cleaning,,26PCS3DPrinterNozzlesCleaningKit.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=26PCS3DPrinter+Nozzles+Cleaning+Kit,,,Supplies/26PCS3DPrinterNozzlesCleaningKit.jpg
alysee50pcs alysee stainless,alysee50pcs alysee,Alysee50pcs Stainless Steel Earring Wire Hooks Blanks,Alysee50pcs,cleaning,,Alysee50pcsStainlessSteelEarringWireHooksBlanks.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Alysee50pcs+Stainless+Steel+Earring+Wire+Hooks+Blanks,,,Supplies/Alysee50pcsStainlessSteelEarringWireHooksBlanks.jpg
huggiessimply clean fragrance,huggiessimply clean,HUGGIESSimply Clean Fragrance Free Baby Wipes Soft Pack704Count,HUGGIESSimply,cleaning,,HUGGIESSimplyCleanFragranceFreeBabyWipesSoftPack704Count.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=HUGGIESSimply+Clean+Fragrance+Free+Baby+Wipes+Soft+Pack704Count,,,Supplies/HUGGIESSimplyCleanFragranceFreeBabyWipesSoftPack704Count.jpg
isopropyl alcohol spray,isopropyl alcohol,Isopropyl Alcohol Spray70,Isopropyl,cleaning,chemical,IsopropylAlcoholSpray70.jpg,2,2,,,,,,,,https://www.amazon.ca/s?k=Isopropyl+Alcohol+Spray70,,,Supplies/IsopropylAlcoholSpray70.jpg
jewelry cleaner ultrasonic,jewelry cleaner,Jewelry Cleaner Ultrasonic Jewelry Cleaner Solution,Jewelry,cleaning,,JewelryCleanerUltrasonicJewelryCleanerSolution.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Jewelry+Cleaner+Ultrasonic+Jewelry+Cleaner+Solution,,,Supplies/JewelryCleanerUltrasonicJewelryCleanerSolution.jpg
lysol disinfecting wipes,lysol disinfecting,"Lysol Disinfecting Wipes, Spring Waterfall, Thick Strong Wipe, Kills 99.99% of Viruses & Bacteria, Bulk Pack of 6, 450 count (6 x 75 count)",Lysol,cleaning,,"Lysol Disinfecting Wipes, Spring Waterfall, Thick Strong Wipe, Kills 99.99% of Viruses & Bacteria, Bulk Pack of 6, 450 count (6 x 75 count).jpg",1,1,,,,,,,,"https://www.amazon.ca/s?k=Lysol+Disinfecting+Wipes,+Spring+Waterfall,+Thick+Strong+Wipe,+Kills+99.99%+of+Viruses+&+Bacteria,+Bulk+Pack+of+6,+450+count+(6+x+75+count)",,,"Supplies/Lysol Disinfecting Wipes, Spring Waterfall, Thick Strong Wipe, Kills 99.99% of Viruses & Bacteria, Bulk Pack of 6, 450 count (6 x 75 count).jpg"
qoosea cleaning gel,qoosea cleaning,Qoosea Cleaning Gel2Pack,Qoosea,cleaning,,QooseaCleaningGel2Pack.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Qoosea+Cleaning+Gel2Pack,,,Supplies/QooseaCleaningGel2Pack.jpg
vargo alcohol fuel,vargo alcohol,Vargo Alcohol Fuel Bottle HDPEby Vargo,Vargo,cleaning,chemical,VargoAlcoholFuelBottleHDPEbyVargo.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Vargo+Alcohol+Fuel+Bottle+HDPEby+Vargo,,,Supplies/VargoAlcoholFuelBottleHDPEbyVargo.jpg
67xl xl ink,67xl xl,"67XL Ink Cartridge Black Color Combo Pack Replacement for HP Ink 67 67XL, for HP 67 Ink Cartridge, Fit for Envy 6000 6055 6400 6455 Desk Jet 2855e 2700 2700e 2755 2755e 2752 4152 2755 Printer",67XL,gloves/ppe consumable,chemical,"67XL Ink Cartridge BlackColor Combo Pack Replacement for HP Ink 67 67XL, for HP 67 Ink Cartridge, Fit for Envy 6000 6055 6400 6455 DeskJet 2855e 2700 2700e 2755 2755e 2752 4152 2755 Printer.jpg",2,2,,,,,,,,"https://www.amazon.ca/s?k=67XL+Ink+Cartridge+Black+Color+Combo+Pack+Replacement+for+HP+Ink+67+67XL,+for+HP+67+Ink+Cartridge,+Fit+for+Envy+6000+6055+6400+6455+Desk+Jet+2855e+2700+2700e+2755+2755e+2752+4152+2755+Printer",,,"Supplies/67XL Ink Cartridge BlackColor Combo Pack Replacement for HP Ink 67 67XL, for HP 67 Ink Cartridge, Fit for Envy 6000 6055 6400 6455 DeskJet 2855e 2700 2700e 2755 2755e 2752 4152 2755 Printer.jpg"
air filters mpr,air filters,"Air Filters, MPR 2200 1 Premium Furnace Filters, 4 pack (16 x 25 x 1)",Air,gloves/ppe consumable,heat,"Air Filters, MPR 2200 1 Premium Furnace Filters, 4-pack (16 x 25 x 1).jpg",1,1,,,,,,,,"https://www.amazon.ca/s?k=Air+Filters,+MPR+2200+1+Premium+Furnace+Filters,+4+pack+(16+x+25+x+1)",,,"Supplies/Air Filters, MPR 2200 1 Premium Furnace Filters, 4-pack (16 x 25 x 1).jpg"
aoteng accessories shark,aoteng accessories,"aoteng Accessories Kit for Shark IQ R101AE (RV1001AE) IQ R101 (RV1001) Robot Vacuum Cleaner Replacement Parts Pack of Main Brush, Filters, Side Brushes",aoteng,gloves/ppe consumable,,"aoteng Accessories Kit for Shark IQ R101AE (RV1001AE) IQ R101 (RV1001) Robot Vacuum Cleaner Replacement Parts Pack of Main Brush, Filters, Side Brushes.jpg",1,1,,,,,,,,"https://www.amazon.ca/s?k=aoteng+Accessories+Kit+for+Shark+IQ+R101AE+(RV1001AE)+IQ+R101+(RV1001)+Robot+Vacuum+Cleaner+Replacement+Parts+Pack+of+Main+Brush,+Filters,+Side+Brushes",,,"Supplies/aoteng Accessories Kit for Shark IQ R101AE (RV1001AE) IQ R101 (RV1001) Robot Vacuum Cleaner Replacement Parts Pack of Main Brush, Filters, Side Brushes.jpg"
catit senses cat,catit senses,"Catit Senses 2.0 Cat Water Fountain Filters, Cat Water Fountain, 5 Pack",Catit,gloves/ppe consumable,,"Catit Senses 2.0 Cat Water Fountain Filters, Cat Water Fountain, 5 Pack.jpg",1,1,,,,,,,,"https://www.amazon.ca/s?k=Catit+Senses+2.0+Cat+Water+Fountain+Filters,+Cat+Water+Fountain,+5+Pack",,,"Supplies/Catit Senses 2.0 Cat Water Fountain Filters, Cat Water Fountain, 5 Pack.jpg"
ewigkeit24v40wheater ewigkeit wheater,ewigkeit24v40wheater ewigkeit,Ewigkeit24V40WHeater Cartridge620Ceramic Hotend,Ewigkeit24V40WHeater,gloves/ppe consumable,,Ewigkeit24V40WHeaterCartridge620CeramicHotend.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Ewigkeit24V40WHeater+Cartridge620Ceramic+Hotend,,,Supplies/Ewigkeit24V40WHeaterCartridge620CeramicHotend.jpg
filtrete x x,filtrete x,"Filtrete 20x25x1 Smart Furnace Filter, MPR 1900 MERV 13, 1 Inch Premium Allergen, Bacteria and Virus Air Filters for ACs and Furnaces, 1 Filter",Filtrete,gloves/ppe consumable,heat,"Filtrete 20x25x1 Smart Furnace Filter, MPR 1900 MERV 13, 1-Inch Premium Allergen, Bacteria and Virus Air Filters for ACs and Furnaces, 1 Filter.jpg",1,1,,,,,,,,"https://www.amazon.ca/s?k=Filtrete+20x25x1+Smart+Furnace+Filter,+MPR+1900+MERV+13,+1+Inch+Premium+Allergen,+Bacteria+and+Virus+Air+Filters+for+ACs+and+Furnaces,+1+Filter",,,"Supplies/Filtrete 20x25x1 Smart Furnace Filter, MPR 1900 MERV 13, 1-Inch Premium Allergen, Bacteria and Virus Air Filters for ACs and Furnaces, 1 Filter.jpg"
framar pink nitrile,framar pink,"FRAMAR Pink Nitrile Gloves Small – Disposable Gloves Small, Cleaning Gloves, Plastic Gloves Disposable Food Safe, Latex Free Gloves, Gants Nitrile, Gants Jetables, Rubber Gloves",FRAMAR,gloves/ppe consumable,chemical,"FRAMAR Pink Nitrile Gloves Small – Disposable Gloves Small, Cleaning Gloves, Plastic Gloves Disposable Food Safe, Latex Free Gloves, Gants Nitrile, Gants Jetables, Rubber Gloves.jpg",1,1,,,,,,,,"https://www.amazon.ca/s?k=FRAMAR+Pink+Nitrile+Gloves+Small+–+Disposable+Gloves+Small,+Cleaning+Gloves,+Plastic+Gloves+Disposable+Food+Safe,+Latex+Free+Gloves,+Gants+Nitrile,+Gants+Jetables,+Rubber+Gloves",,,"Supplies/FRAMAR Pink Nitrile Gloves Small – Disposable Gloves Small, Cleaning Gloves, Plastic Gloves Disposable Food Safe, Latex Free Gloves, Gants Nitrile, Gants Jetables, Rubber Gloves.jpg"
framarpowder free nitrile,framarpowder free,FRAMARPowder Free Nitrile Gloves,FRAMARPowder,gloves/ppe consumable,dust,FRAMARPowderFreeNitrileGloves.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=FRAMARPowder+Free+Nitrile+Gloves,,,Supplies/FRAMARPowderFreeNitrileGloves.jpg
simax3d1mceramic simax d,simax3d1mceramic simax,SIMAX3D1MCeramic Cartridge Heater Heating Tube,SIMAX3D1MCeramic,gloves/ppe consumable,,SIMAX3D1MCeramicCartridgeHeaterHeatingTube.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=SIMAX3D1MCeramic+Cartridge+Heater+Heating+Tube,,,Supplies/SIMAX3D1MCeramicCartridgeHeaterHeatingTube.jpg
ultechnovo24v50wheater ultechnovo wheater,ultechnovo24v50wheater ultechnovo,ULTECHNOVO24V50WHeater Cartridge Heating Tube Thermistor,ULTECHNOVO24V50WHeater,gloves/ppe consumable,,ULTECHNOVO24V50WHeaterCartridgeHeatingTubeThermistor.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=ULTECHNOVO24V50WHeater+Cartridge+Heating+Tube+Thermistor,,,Supplies/ULTECHNOVO24V50WHeaterCartridgeHeatingTubeThermistor.jpg
1000sheets20colors sheets colors,1000sheets20colors sheets,1000Sheets20Colors Gold Leaf Sheets,1000Sheets20Colors,misc,,1000Sheets20ColorsGoldLeafSheets.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=1000Sheets20Colors+Gold+Leaf+Sheets,,,Supplies/1000Sheets20ColorsGoldLeafSheets.jpg
100g35oz high purity,100g35oz high,100g35oz High Purity9995Tin Granules,100g35oz,misc,,100g35ozHighPurity9995TinGranules.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=100g35oz+High+Purity9995Tin+Granules,,,Supplies/100g35ozHighPurity9995TinGranules.jpg
100pack assorted wood,100pack assorted,100Pack Assorted Wood Wooden Buttons,100Pack,misc,,100PackAssortedWoodWoodenButtons.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=100Pack+Assorted+Wood+Wooden+Buttons,,,Supplies/100PackAssortedWoodWoodenButtons.jpg
100pcs vintage upholstery,100pcs vintage,100pcs Vintage Upholstery Nails,100pcs,misc,,100pcsVintageUpholsteryNails.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=100pcs+Vintage+Upholstery+Nails,,,Supplies/100pcsVintageUpholsteryNails.jpg
10pcs6pin pin rgbwwledstrip,10pcs6pin pin,10pcs6pin RGBWWLEDStrip Connectorfor Non Waterproof Stripto Wire Quick Connection,10pcs6pin,misc,,10pcs6pinRGBWWLEDStripConnectorforNon-WaterproofStriptoWireQuickConnection.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=10pcs6pin+RGBWWLEDStrip+Connectorfor+Non+Waterproof+Stripto+Wire+Quick+Connection,,,Supplies/10pcs6pinRGBWWLEDStripConnectorforNon-WaterproofStriptoWireQuickConnection.jpg
11pcs holographic opal,11pcs holographic,11pcs Holographic Opal Vinyl Sheets,11pcs,misc,,11pcsHolographicOpalVinyl Sheets.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=11pcs+Holographic+Opal+Vinyl+Sheets,,,Supplies/11pcsHolographicOpalVinyl Sheets.jpg
124pcs real dried,124pcs real,124Pcs Real Dried Pressed Flowers Leaves Natural Set,124Pcs,misc,,124PcsRealDriedPressedFlowersLeavesNaturalSet.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=124Pcs+Real+Dried+Pressed+Flowers+Leaves+Natural+Set,,,Supplies/124PcsRealDriedPressedFlowersLeavesNaturalSet.jpg
12pack basswood sheet,12pack basswood,12Pack Basswood Sheet,12Pack,misc,,12PackBasswoodSheet.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=12Pack+Basswood+Sheet,,,Supplies/12PackBasswoodSheet.jpg
15m m long,15m m,15m Long01mm Diameter Copper Soldering Solder Enamelled Wire Reel,15m,misc,,15mLong01mmDiameterCopperSolderingSolderEnamelledWireReel.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=15m+Long01mm+Diameter+Copper+Soldering+Solder+Enamelled+Wire+Reel,,,Supplies/15mLong01mmDiameterCopperSolderingSolderEnamelledWireReel.jpg
166pcs love diy,166pcs love,166pcs Love Diy Life Real Dried Pressed Flowers,166pcs,misc,,166pcsLoveDiyLife RealDriedPressedFlowers.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=166pcs+Love+Diy+Life+Real+Dried+Pressed+Flowers,,,Supplies/166pcsLoveDiyLife RealDriedPressedFlowers.jpg
17ga12mm16ft304stainless ga stainless,17ga12mm16ft304stainless ga,17Ga12mm16FT304Stainless Steel Wire,17Ga12mm16FT304Stainless,misc,,17Ga12mm16FT304StainlessSteelWire.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=17Ga12mm16FT304Stainless+Steel+Wire,,,Supplies/17Ga12mm16FT304StainlessSteelWire.jpg
1lbsprue lbsprue wax,1lbsprue lbsprue,1LBSprue Wax Sprueing Wax,1LBSprue,misc,,1LBSprueWaxSprueingWax.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=1LBSprue+Wax+Sprueing+Wax,,,Supplies/1LBSprueWaxSprueingWax.jpg
200pcs3ml disposable plastic,200pcs3ml disposable,200PCS3ml Disposable Plastic Transfer Pipettes,200PCS3ml,misc,,200PCS3mlDisposablePlasticTransferPipettes.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=200PCS3ml+Disposable+Plastic+Transfer+Pipettes,,,Supplies/200PCS3mlDisposablePlasticTransferPipettes.jpg
20gauge1420yellow gauge yellow,20gauge1420yellow gauge,20Gauge1420Yellow Gold Filled Round Half Hard 5FT from Craft Wire,20Gauge1420Yellow,misc,,20Gauge1420YellowGoldFilledRoundHalfHard-5FT fromCraftWire.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=20Gauge1420Yellow+Gold+Filled+Round+Half+Hard+5FT+from+Craft+Wire,,,Supplies/20Gauge1420YellowGoldFilledRoundHalfHard-5FT fromCraftWire.jpg
220aluminum aluminum oxide,220aluminum aluminum,220Aluminum Oxide 8LBS,220Aluminum,misc,,220AluminumOxide-8LBS.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=220Aluminum+Oxide+8LBS,,,Supplies/220AluminumOxide-8LBS.jpg
22gauge999pure gauge pure,22gauge999pure gauge,22Gauge999Pure Copper Wire Half Round Dead Soft CDA110Madein USA 25FTby CRAFTWIRE,22Gauge999Pure,misc,,22Gauge999PureCopperWireHalfRoundDeadSoftCDA110MadeinUSA-25FTbyCRAFTWIRE.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=22Gauge999Pure+Copper+Wire+Half+Round+Dead+Soft+CDA110Madein+USA+25FTby+CRAFTWIRE,,,Supplies/22Gauge999PureCopperWireHalfRoundDeadSoftCDA110MadeinUSA-25FTbyCRAFTWIRE.jpg
24 gauge stainless,24 gauge,"24 Gauge (0.5mm) Stainless Steel Craft Wire for Jewelry Making, 165 feet 50 Meters Dead Soft Stainless Steel Bailing Wire Snare Wire for Craft and Jewelry Making, Round Selection",24,misc,,"24 Gauge (0.5mm) Stainless Steel Craft Wire for Jewelry Making, 165 feet 50 Meters Dead Soft Stainless Steel Bailing Wire Snare Wire for Craft and Jewelry Making, Round Selection.jpg",1,1,,,,,,,,"https://www.amazon.ca/s?k=24+Gauge+(0.5mm)+Stainless+Steel+Craft+Wire+for+Jewelry+Making,+165+feet+50+Meters+Dead+Soft+Stainless+Steel+Bailing+Wire+Snare+Wire+for+Craft+and+Jewelry+Making,+Round+Selection",,,"Supplies/24 Gauge (0.5mm) Stainless Steel Craft Wire for Jewelry Making, 165 feet 50 Meters Dead Soft Stainless Steel Bailing Wire Snare Wire for Craft and Jewelry Making, Round Selection.jpg"
2rolls rolls crystal,2rolls rolls,2Rolls Crystal Rhinestone Close Chain Trim,2Rolls,misc,,2RollsCrystalRhinestoneCloseChainTrim.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=2Rolls+Crystal+Rhinestone+Close+Chain+Trim,,,Supplies/2RollsCrystalRhinestoneCloseChainTrim.jpg
3 one multi,3 one,"3 IN ONE 10038 Multi Purpose Oil, 8 oz. (Pack of 1)",3,misc,,"3-IN-ONE 10038 Multi-Purpose Oil, 8 oz. (Pack of 1).jpg",1,1,,,,,,,,"https://www.amazon.ca/s?k=3+IN+ONE+10038+Multi+Purpose+Oil,+8+oz.+(Pack+of+1)",,,"Supplies/3-IN-ONE 10038 Multi-Purpose Oil, 8 oz. (Pack of 1).jpg"
30pcshigh pcshigh speed,30pcshigh pcshigh,30PCSHigh Speed Diamond Bur Set,30PCSHigh,misc,,30PCSHighSpeedDiamondBurSet.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=30PCSHigh+Speed+Diamond+Bur+Set,,,Supplies/30PCSHighSpeedDiamondBurSet.jpg
3x1925sterling x sterling,3x1925sterling x,3x1925Sterling Silver Sheet Stamping Blank Dead Soft Madein USAby CRAFTWIRE20Gauge1,3x1925Sterling,misc,,3x1925SterlingSilverSheetStampingBlankDeadSoftMadeinUSAbyCRAFTWIRE20Gauge1.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=3x1925Sterling+Silver+Sheet+Stamping+Blank+Dead+Soft+Madein+USAby+CRAFTWIRE20Gauge1,,,Supplies/3x1925SterlingSilverSheetStampingBlankDeadSoftMadeinUSAbyCRAFTWIRE20Gauge1.jpg
400 charms jewelry,400 charms,"400 Pcs Silver Charms for Jewelry Making and Bracelets Making, Wholesale Bulk Lots Jewelry Making Charms Tiny Assorted Mixed Tibetan Silver Metal Charms Pendants",400,misc,,"400 Pcs Silver Charms for Jewelry Making and Bracelets Making, Wholesale Bulk Lots Jewelry Making Charms Tiny Assorted Mixed Tibetan Silver Metal Charms Pendants.jpg",1,1,,,,,,,,"https://www.amazon.ca/s?k=400+Pcs+Silver+Charms+for+Jewelry+Making+and+Bracelets+Making,+Wholesale+Bulk+Lots+Jewelry+Making+Charms+Tiny+Assorted+Mixed+Tibetan+Silver+Metal+Charms+Pendants",,,"Supplies/400 Pcs Silver Charms for Jewelry Making and Bracelets Making, Wholesale Bulk Lots Jewelry Making Charms Tiny Assorted Mixed Tibetan Silver Metal Charms Pendants.jpg"
450pcs m phillips,450pcs m,450Pcs M3Phillips Self Tapping Screws,450Pcs,misc,,450PcsM3PhillipsSelfTappingScrews.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=450Pcs+M3Phillips+Self+Tapping+Screws,,,Supplies/450PcsM3PhillipsSelfTappingScrews.jpg
4ldistilled ldistilled water,4ldistilled ldistilled,4LDistilled Water,4LDistilled,misc,,4LDistilledWater.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=4LDistilled+Water,,,Supplies/4LDistilledWater.jpg
4pound pound rock,4pound pound,4Pound Rock Tumbling Ceramic Filler,4Pound,misc,,4PoundRockTumblingCeramicFiller.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=4Pound+Rock+Tumbling+Ceramic+Filler,,,Supplies/4PoundRockTumblingCeramicFiller.jpg
500pack3oz clear cups,500pack3oz clear,500Pack3oz Clear Cups,500Pack3oz,misc,,500Pack3ozClearCups.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=500Pack3oz+Clear+Cups,,,Supplies/500Pack3ozClearCups.jpg
500pcs upholstery tacks,500pcs upholstery,500Pcs Upholstery Tacks,500Pcs,misc,,500PcsUpholsteryTacks.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=500Pcs+Upholstery+Tacks,,,Supplies/500PcsUpholsteryTacks.jpg
50ml oxidizer solution,50ml oxidizer,50ml Silver Oxidizer Solution,50ml,misc,,50mlSilverOxidizerSolution.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=50ml+Silver+Oxidizer+Solution,,,Supplies/50mlSilverOxidizerSolution.jpg
50pcs setof wooden,50pcs setof,50Pcs Setof Wooden Dop Stick,50Pcs,misc,,50PcsSetofWoodenDopStick.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=50Pcs+Setof+Wooden+Dop+Stick,,,Supplies/50PcsSetofWoodenDopStick.jpg
5ft sterling wire,5ft sterling,5FT 925Sterling Silver Wire Dead Soft Half Round Madein USAby CRAFTWIRE14Gauge,5FT,misc,,5FT-925SterlingSilverWireDeadSoftHalfRoundMadeinUSAbyCRAFTWIRE14Gauge.jpg,3,3,,,,,,,,https://www.amazon.ca/s?k=5FT+925Sterling+Silver+Wire+Dead+Soft+Half+Round+Madein+USAby+CRAFTWIRE14Gauge,,,Supplies/5FT-925SterlingSilverWireDeadSoftHalfRoundMadeinUSAbyCRAFTWIRE14Gauge.jpg
5ft18 sterling wire,5ft18 sterling,5FT18 925Sterling Silver Wire Half Hard Round Madein USAby CRAFTWIRE18Gauge,5FT18,misc,,5FT18-925SterlingSilverWireHalfHardRoundMadeinUSAbyCRAFTWIRE18Gauge.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=5FT18+925Sterling+Silver+Wire+Half+Hard+Round+Madein+USAby+CRAFTWIRE18Gauge,,,Supplies/5FT18-925SterlingSilverWireHalfHardRoundMadeinUSAbyCRAFTWIRE18Gauge.jpg
creality pcscreality dprinter,creality pcscreality,5PCSCreality3DPrinter NTCThermistor100K,Creality,misc,,5PCSCreality3DPrinterNTCThermistor100K.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=5PCSCreality3DPrinter+NTCThermistor100K,,,Supplies/5PCSCreality3DPrinterNTCThermistor100K.jpg
5pieces mens unisex,5pieces mens,5Pieces Mens Unisex Sublimation Blank TShirt,5Pieces,misc,,5PiecesMensUnisexSublimationBlankTShirt.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=5Pieces+Mens+Unisex+Sublimation+Blank+TShirt,,,Supplies/5PiecesMensUnisexSublimationBlankTShirt.jpg
5pieces women sublimation,5pieces women,5Pieces Women Sublimation Blank T Shirt Basic,5Pieces,misc,,5PiecesWomenSublimationBlankT-ShirtBasic.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=5Pieces+Women+Sublimation+Blank+T+Shirt+Basic,,,Supplies/5PiecesWomenSublimationBlankT-ShirtBasic.jpg
5x7acrylic x acrylic,5x7acrylic x,5x7Acrylic Sheet,5x7Acrylic,misc,,5x7AcrylicSheet.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=5x7Acrylic+Sheet,,,Supplies/5x7AcrylicSheet.jpg
600pcs pinch clip,600pcs pinch,600pcs Pinch Clip Clasp Metal,600pcs,misc,,600pcsPinchClipClaspMetal.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=600pcs+Pinch+Clip+Clasp+Metal,,,Supplies/600pcsPinchClipClaspMetal.jpg
60aluminum aluminum oxide,60aluminum aluminum,60Aluminum Oxide 8LBS,60Aluminum,misc,,60AluminumOxide-8LBS.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=60Aluminum+Oxide+8LBS,,,Supplies/60AluminumOxide-8LBS.jpg
75pure pure vinegar,75pure pure,75Pure Vinegar,75Pure,misc,,75PureVinegar.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=75Pure+Vinegar,,,Supplies/75PureVinegar.jpg
800pcsdisposable pcsdisposable micro,800pcsdisposable pcsdisposable,800PCSDisposable Micro Brushes,800PCSDisposable,misc,,800PCSDisposableMicroBrushes.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=800PCSDisposable+Micro+Brushes,,,Supplies/800PCSDisposableMicroBrushes.jpg
8black truss head,8black truss,8Black Truss Head Self Drilling Screws,8Black,misc,,8BlackTrussHeadSelf-DrillingScrews.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=8Black+Truss+Head+Self+Drilling+Screws,,,Supplies/8BlackTrussHeadSelf-DrillingScrews.jpg
8pack90107dry dry filter,8pack90107dry dry,8Pack90107Dry Filter Compatiblewith Shop Vac5Gallon,8Pack90107Dry,misc,,8Pack90107DryFilterCompatiblewithShopVac5Gallon.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=8Pack90107Dry+Filter+Compatiblewith+Shop+Vac5Gallon,,,Supplies/8Pack90107DryFilterCompatiblewithShopVac5Gallon.jpg
9pcselement pcselement cube,9pcselement pcselement,9PCSElement Cube Set,9PCSElement,misc,,9PCSElementCubeSet.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=9PCSElement+Cube+Set,,,Supplies/9PCSElementCubeSet.jpg
accounting ledger book,accounting ledger,Accounting Ledger Book,Accounting,misc,,AccountingLedgerBook.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Accounting+Ledger+Book,,,Supplies/AccountingLedgerBook.jpg
afantti bracelet maker,afantti bracelet,Afantti Bracelet Maker Making Kit Paracord Jig Tool Set,Afantti,misc,,AfanttiBraceletMakerMakingKitParacordJigToolSet.jpg,1,1,,,,,,,,https://www.amazon.ca/s?k=Afantti+Bracelet+Maker+Making+Kit+Paracord+Jig+Tool+Set,,,Supplies/AfanttiBraceletMakerMakingKitParacordJigToolSet.jpg
